0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100892E+01 0.100892E+01 0.100892E+01 0.100892E+01
-.100000E+01 0.538318E+03 0.538318E+03 0.538318E+03 0.538318E+03
-.500000E+00 0.799977E+10 0.799977E+10 0.799977E+10 0.799977E+10
0.000000E+00 0.144248E+12 0.144248E+12 0.144248E+12 0.144248E+12
0.500000E+00 0.109995E+10 0.109995E+10 0.109995E+10 0.109995E+10
0.100000E+01 0.750654E+03 0.750654E+03 0.750654E+03 0.750654E+03
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100964E+01 0.100964E+01 0.100964E+01 0.100964E+01
-.100000E+01 0.639218E+02 0.639218E+02 0.639218E+02 0.639218E+02
-.500000E+00 0.167409E+11 0.167409E+11 0.167409E+11 0.167409E+11
0.000000E+00 0.226818E+13 0.226818E+13 0.226818E+13 0.226818E+13
0.500000E+00 0.505259E+10 0.505259E+10 0.505259E+10 0.505259E+10
0.100000E+01 0.171568E+03 0.171568E+03 0.171568E+03 0.171568E+03
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100950E+01 0.100950E+01 0.100950E+01 0.100950E+01
-.100000E+01 0.677702E+02 0.677702E+02 0.677702E+02 0.677702E+02
-.500000E+00 0.519699E+10 0.519699E+10 0.519699E+10 0.519699E+10
0.000000E+00 0.466977E+12 0.466977E+12 0.466977E+12 0.466977E+12
0.500000E+00 0.889334E+09 0.889334E+09 0.889334E+09 0.889334E+09
0.100000E+01 0.724512E+02 0.724512E+02 0.724512E+02 0.724512E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100927E+01 0.100927E+01 0.100927E+01 0.100927E+01
-.100000E+01 0.485561E+02 0.485561E+02 0.485561E+02 0.485561E+02
-.500000E+00 0.374262E+11 0.374262E+11 0.374262E+11 0.374262E+11
0.000000E+00 0.117845E+13 0.117845E+13 0.117845E+13 0.117845E+13
0.500000E+00 0.192099E+11 0.192099E+11 0.192099E+11 0.192099E+11
0.100000E+01 0.763486E+02 0.763486E+02 0.763486E+02 0.763486E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100981E+01 0.100981E+01 0.100981E+01 0.100981E+01
-.100000E+01 0.476986E+02 0.476986E+02 0.476986E+02 0.476986E+02
-.500000E+00 0.146385E+11 0.146385E+11 0.146385E+11 0.146385E+11
0.000000E+00 0.102572E+13 0.102572E+13 0.102572E+13 0.102572E+13
0.500000E+00 0.148821E+11 0.148821E+11 0.148821E+11 0.148821E+11
0.100000E+01 0.353816E+02 0.353816E+02 0.353816E+02 0.353816E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100979E+01 0.100979E+01 0.100979E+01 0.100979E+01
-.100000E+01 0.779819E+01 0.779819E+01 0.779819E+01 0.779819E+01
-.500000E+00 0.268812E+10 0.268812E+10 0.268812E+10 0.268812E+10
0.000000E+00 0.182341E+12 0.182341E+12 0.182341E+12 0.182341E+12
0.500000E+00 0.274562E+10 0.274562E+10 0.274562E+10 0.274562E+10
0.100000E+01 0.127893E+02 0.127893E+02 0.127893E+02 0.127893E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.100997E+01 0.100997E+01 0.100997E+01 0.100997E+01
-.100000E+01 0.185585E+02 0.185585E+02 0.185585E+02 0.185585E+02
-.500000E+00 0.190377E+11 0.190377E+11 0.190377E+11 0.190377E+11
0.000000E+00 0.754387E+12 0.754387E+12 0.754387E+12 0.754387E+12
0.500000E+00 0.162025E+11 0.162025E+11 0.162025E+11 0.162025E+11
0.100000E+01 0.238744E+02 0.238744E+02 0.238744E+02 0.238744E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.101032E+01 0.101032E+01 0.101032E+01 0.101032E+01
-.100000E+01 0.156572E+02 0.156572E+02 0.156572E+02 0.156572E+02
-.500000E+00 0.162467E+11 0.162467E+11 0.162467E+11 0.162467E+11
0.000000E+00 0.807910E+12 0.807910E+12 0.807910E+12 0.807910E+12
0.500000E+00 0.195417E+11 0.195417E+11 0.195417E+11 0.195417E+11
0.100000E+01 0.190683E+02 0.190683E+02 0.190683E+02 0.190683E+02
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.101080E+01 0.101080E+01 0.101080E+01 0.101080E+01
-.100000E+01 0.120221E+04 0.120221E+04 0.120221E+04 0.120221E+04
-.500000E+00 0.160789E+12 0.160789E+12 0.160789E+12 0.160789E+12
0.000000E+00 0.295106E+14 0.295106E+14 0.295106E+14 0.295106E+14
0.500000E+00 0.135100E+12 0.135100E+12 0.135100E+12 0.135100E+12
0.100000E+01 0.152816E+04 0.152816E+04 0.152816E+04 0.152816E+04
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.101051E+01 0.101051E+01 0.101051E+01 0.101051E+01
-.100000E+01 0.203597E+03 0.203597E+03 0.203597E+03 0.203597E+03
-.500000E+00 0.740589E+10 0.740589E+10 0.740589E+10 0.740589E+10
0.000000E+00 0.123466E+13 0.123466E+13 0.123466E+13 0.123466E+13
0.500000E+00 0.362134E+10 0.362134E+10 0.362134E+10 0.362134E+10
0.100000E+01 0.215171E+03 0.215171E+03 0.215171E+03 0.215171E+03
0.150000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
0.000000E+00 -.750000E+00 -.250000E+00 0.250000E+00 0.750000E+00
-.200000E+01 0.100000E+01 0.100000E+01 0.100000E+01 0.100000E+01
-.150000E+01 0.101102E+01 0.101102E+01 0.101102E+01 0.101102E+01
-.100000E+01 0.273691E+01 0.273691E+01 0.273691E+01 0.273691E+01
-.500000E+00 0.418962E+10 0.418962E+10 0.418962E+10 0.418962E+10
