0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.112878E-07 0.289967E-07 -.769827E-06 -.437828E-07 -.908607E-09 0.116620E-07 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.217550E-08 0.291080E-08 0.318742E-08 -.318742E-08 -.332023E-07 -.318742E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.900902E-08 0.318742E-08 -.395772E-07 -.695920E-07 -.318742E-08 0.928564E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.582160E-08 0.637484E-08 -.637484E-08 -.664046E-07 -.637484E-08 0.637484E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.217550E-08 0.291080E-08 0.318742E-08 -.318742E-08 -.332023E-07 -.318742E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.637484E-08 -.637484E-08 -.664046E-07 -.637484E-08 0.637484E-08 0.582160E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.332663E-08 0.364277E-08 -.364277E-08 -.379455E-07 -.364277E-08 0.364277E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.312356E-08 0.129268E-07 -.436258E-06 0.129268E-07 0.312356E-08 0.302124E-08 0.000000E+00
0.000000E+00 0.000000E+00 0.164826E-07 -.323818E-06 -.324331E-08 0.166355E-07 -.435358E-06 -.160923E-07 0.000000E+00
0.000000E+00 0.000000E+00 0.223358E-07 -.375618E-06 -.147566E-07 -.218303E-07 -.437713E-06 -.111979E-07 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
